window,time,minute,hit_count
5,10:10,610,1
5,10:15,615,1
5,10:20,620,1
5,10:25,625,0
5,10:30,630,1
5,10:35,635,1
5,10:40,640,0
5,10:45,645,3
5,10:50,650,0
5,10:55,655,0
5,11:00,660,1
5,11:05,665,1
5,11:10,670,0
5,11:15,675,2
5,11:20,680,0
5,11:25,685,1
5,11:30,690,1
5,11:35,695,1
5,11:40,700,1
5,11:45,705,0
5,11:50,710,0
5,11:55,715,2
5,12:00,720,1
5,12:05,725,0
5,12:10,730,0
5,12:15,735,0
5,12:20,740,1
5,12:25,745,2
5,12:30,750,2
5,12:35,755,0
5,12:40,760,0
5,12:45,765,0
5,12:50,770,2
5,12:55,775,0
5,13:00,780,0
5,13:05,785,2
5,13:10,790,0
5,13:15,795,2
5,13:20,800,1
5,13:25,805,0
5,13:30,810,3
5,13:35,815,2
5,13:40,820,3
5,13:45,825,0
5,13:50,830,2
5,13:55,835,3
5,14:00,840,0
5,14:05,845,2
5,14:10,850,0
5,14:15,855,1
5,14:20,860,1
5,14:25,865,3
5,14:30,870,1
5,14:35,875,2
5,14:40,880,2
5,14:45,885,1
5,14:50,890,1
5,14:55,895,0
5,15:00,900,0
5,15:05,905,2
5,15:10,910,1
5,15:15,915,1
5,15:20,920,0
5,15:25,925,0
5,15:30,930,3
5,15:35,935,0
5,15:40,940,0
5,15:45,945,1
5,15:50,950,0
5,15:55,955,1
5,16:00,960,3
5,16:05,965,2
5,16:10,970,3
5,16:15,975,1
5,16:20,980,0
5,16:25,985,0
5,16:30,990,2
5,16:35,995,2
5,16:40,1000,2
5,16:45,1005,0
5,16:50,1010,2
5,16:55,1015,0
5,17:00,1020,0
5,17:05,1025,2
5,17:10,1030,0
5,17:15,1035,4
5,17:20,1040,3
5,17:25,1045,0
5,17:30,1050,0
5,17:35,1055,0
5,17:40,1060,0
5,17:45,1065,1
5,17:50,1070,0
5,17:55,1075,1
5,18:00,1080,1
5,18:05,1085,0
5,18:10,1090,1
5,18:15,1095,1
5,18:20,1100,2
5,18:25,1105,2
5,18:30,1110,3
5,18:35,1115,0
5,18:40,1120,1
5,18:45,1125,2
5,18:50,1130,0
5,18:55,1135,1
5,19:00,1140,1
5,19:05,1145,0
5,19:10,1150,2
5,19:15,1155,2
5,19:20,1160,1
5,19:25,1165,0
5,19:30,1170,2
5,19:35,1175,1
5,19:40,1180,3
5,19:45,1185,0
5,19:50,1190,1
5,19:55,1195,1
5,20:00,1200,2
5,20:05,1205,0
5,20:10,1210,1
5,20:15,1215,0
5,20:20,1220,1
5,20:25,1225,1
5,20:30,1230,0
5,20:35,1235,1
5,20:40,1240,0
5,20:45,1245,0
5,20:50,1250,0
5,20:55,1255,2
5,21:00,1260,0
5,21:05,1265,2
5,21:10,1270,0
5,21:15,1275,0
5,21:20,1280,0
5,21:25,1285,0
5,21:30,1290,1
10,10:10,610,2
10,10:20,620,1
10,10:30,630,2
10,10:40,640,3
10,10:50,650,0
10,11:00,660,2
10,11:10,670,2
10,11:20,680,1
10,11:30,690,2
10,11:40,700,1
10,11:50,710,2
10,12:00,720,1
10,12:10,730,0
10,12:20,740,3
10,12:30,750,2
10,12:40,760,0
10,12:50,770,2
10,13:00,780,2
10,13:10,790,2
10,13:20,800,1
10,13:30,810,5
10,13:40,820,3
10,13:50,830,5
10,14:00,840,2
10,14:10,850,1
10,14:20,860,4
10,14:30,870,3
10,14:40,880,3
10,14:50,890,1
10,15:00,900,2
10,15:10,910,2
10,15:20,920,0
10,15:30,930,3
10,15:40,940,1
10,15:50,950,1
10,16:00,960,5
10,16:10,970,4
10,16:20,980,0
10,16:30,990,4
10,16:40,1000,2
10,16:50,1010,2
10,17:00,1020,2
10,17:10,1030,4
10,17:20,1040,3
10,17:30,1050,0
10,17:40,1060,1
10,17:50,1070,1
10,18:00,1080,1
10,18:10,1090,2
10,18:20,1100,4
10,18:30,1110,3
10,18:40,1120,3
10,18:50,1130,1
10,19:00,1140,1
10,19:10,1150,4
10,19:20,1160,1
10,19:30,1170,3
10,19:40,1180,3
10,19:50,1190,2
10,20:00,1200,2
10,20:10,1210,1
10,20:20,1220,2
10,20:30,1230,1
10,20:40,1240,0
10,20:50,1250,2
10,21:00,1260,2
10,21:10,1270,0
10,21:20,1280,0
10,21:30,1290,1
30,10:00,600,3
30,10:30,630,5
30,11:00,660,5
30,11:30,690,5
30,12:00,720,4
30,12:30,750,4
30,13:00,780,5
30,13:30,810,13
30,14:00,840,7
30,14:30,870,7
30,15:00,900,4
30,15:30,930,5
30,16:00,960,9
30,16:30,990,8
30,17:00,1020,9
30,17:30,1050,2
30,18:00,1080,7
30,18:30,1110,7
30,19:00,1140,6
30,19:30,1170,8
30,20:00,1200,5
30,20:30,1230,3
30,21:00,1260,2
30,21:30,1290,1
