window,time,minute,hit_count
5,10:30,630,1
5,10:35,635,2
5,10:40,640,0
5,10:45,645,1
5,10:50,650,1
5,10:55,655,0
5,11:00,660,2
5,11:05,665,2
5,11:10,670,0
5,11:15,675,1
5,11:20,680,2
5,11:25,685,4
5,11:30,690,0
5,11:35,695,3
5,11:40,700,1
5,11:45,705,1
5,11:50,710,0
5,11:55,715,1
5,12:00,720,0
5,12:05,725,1
5,12:10,730,0
5,12:15,735,0
5,12:20,740,1
5,12:25,745,3
5,12:30,750,1
5,12:35,755,1
5,12:40,760,0
5,12:45,765,0
5,12:50,770,4
5,12:55,775,1
5,13:00,780,0
5,13:05,785,1
5,13:10,790,1
5,13:15,795,0
5,13:20,800,6
5,13:25,805,0
5,13:30,810,3
5,13:35,815,1
5,13:40,820,0
5,13:45,825,0
5,13:50,830,1
5,13:55,835,0
5,14:00,840,2
5,14:05,845,0
5,14:10,850,0
5,14:15,855,1
5,14:20,860,1
5,14:25,865,0
5,14:30,870,2
5,14:35,875,1
5,14:40,880,1
5,14:45,885,2
5,14:50,890,2
5,14:55,895,1
5,15:00,900,5
5,15:05,905,0
5,15:10,910,2
5,15:15,915,0
5,15:20,920,1
5,15:25,925,1
5,15:30,930,1
5,15:35,935,2
5,15:40,940,0
5,15:45,945,1
5,15:50,950,2
5,15:55,955,1
5,16:00,960,3
5,16:05,965,1
5,16:10,970,4
5,16:15,975,2
5,16:20,980,1
5,16:25,985,0
5,16:30,990,4
5,16:35,995,1
5,16:40,1000,0
5,16:45,1005,1
5,16:50,1010,2
5,16:55,1015,1
5,17:00,1020,5
5,17:05,1025,0
5,17:10,1030,0
5,17:15,1035,2
5,17:20,1040,0
5,17:25,1045,1
5,17:30,1050,0
5,17:35,1055,1
5,17:40,1060,1
5,17:45,1065,1
5,17:50,1070,1
5,17:55,1075,1
5,18:00,1080,2
5,18:05,1085,1
5,18:10,1090,1
5,18:15,1095,2
5,18:20,1100,2
5,18:25,1105,0
5,18:30,1110,1
5,18:35,1115,1
5,18:40,1120,1
5,18:45,1125,0
5,18:50,1130,1
5,18:55,1135,2
5,19:00,1140,0
5,19:05,1145,2
5,19:10,1150,2
5,19:15,1155,4
5,19:20,1160,0
5,19:25,1165,2
5,19:30,1170,0
5,19:35,1175,2
5,19:40,1180,1
5,19:45,1185,0
5,19:50,1190,1
5,19:55,1195,2
5,20:00,1200,0
5,20:05,1205,2
5,20:10,1210,0
5,20:15,1215,0
5,20:20,1220,1
5,20:25,1225,1
5,20:30,1230,1
5,20:35,1235,0
5,20:40,1240,0
5,20:45,1245,0
5,20:50,1250,0
5,20:55,1255,0
5,21:00,1260,0
5,21:05,1265,2
5,21:10,1270,0
5,21:15,1275,1
5,21:20,1280,0
5,21:25,1285,1
5,21:30,1290,0
5,21:35,1295,0
5,21:40,1300,0
5,21:45,1305,0
5,21:50,1310,1
5,21:55,1315,0
5,22:00,1320,1
5,22:05,1325,0
5,22:10,1330,0
5,22:15,1335,0
5,22:20,1340,1
10,10:30,630,3
10,10:40,640,1
10,10:50,650,1
10,11:00,660,4
10,11:10,670,1
10,11:20,680,6
10,11:30,690,3
10,11:40,700,2
10,11:50,710,1
10,12:00,720,1
10,12:10,730,0
10,12:20,740,4
10,12:30,750,2
10,12:40,760,0
10,12:50,770,5
10,13:00,780,1
10,13:10,790,1
10,13:20,800,6
10,13:30,810,4
10,13:40,820,0
10,13:50,830,1
10,14:00,840,2
10,14:10,850,1
10,14:20,860,1
10,14:30,870,3
10,14:40,880,3
10,14:50,890,3
10,15:00,900,5
10,15:10,910,2
10,15:20,920,2
10,15:30,930,3
10,15:40,940,1
10,15:50,950,3
10,16:00,960,4
10,16:10,970,6
10,16:20,980,1
10,16:30,990,5
10,16:40,1000,1
10,16:50,1010,3
10,17:00,1020,5
10,17:10,1030,2
10,17:20,1040,1
10,17:30,1050,1
10,17:40,1060,2
10,17:50,1070,2
10,18:00,1080,3
10,18:10,1090,3
10,18:20,1100,2
10,18:30,1110,2
10,18:40,1120,1
10,18:50,1130,3
10,19:00,1140,2
10,19:10,1150,6
10,19:20,1160,2
10,19:30,1170,2
10,19:40,1180,1
10,19:50,1190,3
10,20:00,1200,2
10,20:10,1210,0
10,20:20,1220,2
10,20:30,1230,1
10,20:40,1240,0
10,20:50,1250,0
10,21:00,1260,2
10,21:10,1270,1
10,21:20,1280,1
10,21:30,1290,0
10,21:40,1300,0
10,21:50,1310,1
10,22:00,1320,1
10,22:10,1330,0
10,22:20,1340,1
30,10:30,630,5
30,11:00,660,11
30,11:30,690,6
30,12:00,720,5
30,12:30,750,7
30,13:00,780,8
30,13:30,810,5
30,14:00,840,4
30,14:30,870,9
30,15:00,900,9
30,15:30,930,7
30,16:00,960,11
30,16:30,990,9
30,17:00,1020,8
30,17:30,1050,5
30,18:00,1080,8
30,18:30,1110,6
30,19:00,1140,10
30,19:30,1170,6
30,20:00,1200,4
30,20:30,1230,1
30,21:00,1260,4
30,21:30,1290,1
30,22:00,1320,2
